Momentum_10,EV_EBITDA,ExtractionDate,PE,Return_6M,EV_Revenue,SignalScore,GrossMargin,PB,QualityScore,FCF_Yield,IndexSource,Ticker,MACD,Price_Sales,SMA20_above_SMA50,Company,ValueScore,ProfitMargin,RSI_14,Sector,Beta,MarketCap,Volatility,BB_Percent,ROE,CapType
7.138572285542892,5.969331520416571,2025-05-16,13.69842,0.1106036631392037,1.479,0.54333048362808,0.39009997,1.7831244,0.4058679686322203,0.0418943519701424,Nikkei225,6988.T,23.40857474233553,1.8191461958917947,0.0,Nitto Denko,0.8239276506562185,0.13536,53.05940106374021,Materials,0.569,1844392361984.0,0.0253486826810591,0.7395992925914452,0.13527,BigCap
6.865134453021978,2.1448408256628433,2025-05-16,6.30466,-0.1955048122846946,1.261,0.542022797342513,0.67294,1.1695479,0.3659076535786764,0.3588948422114094,SP500,APA,0.1658919483300991,0.625469417433994,0.0,APA Corporation,0.8281111718534035,0.10041001,54.54348133733934,Energy,1.19,6347263488.0,0.0384226899567717,0.7956275567396518,0.26176,BigCap
7.259951853964097,7.583325823774931,2025-05-16,18.958886,-0.0327349958685863,1.5,0.5387278508897395,0.43297002,0.6694927,0.2516364987515392,0.8599675663414715,SP500,WBD,0.0297574778980163,0.5910615393490328,0.0,Warner Bros. Discovery,0.8232356168896287,-0.28162,54.6914318877279,Communication Services,1.465,22662481920.0,0.0396998804378629,0.8019239406785783,-0.27281,BigCap
6.5536419778540616,2.184592216044871,2025-05-16,14.662257,-0.0541897802413978,0.167,0.5279014917795403,0.19249001,0.6030532,0.4133879666997569,0.1269682490115796,Nikkei225,7211.T,8.806772585940394,0.2020990976058222,0.0,Mitsubishi Motors,0.833130205689226,0.0147,56.776259004448534,Consumer Discretionary,-0.014,563499171840.0,0.0362849313868065,0.7766193492040125,0.0502,BigCap
9.027420073090568,17.748647377098155,2025-05-16,23.436262,-0.20393643611732,4.416,0.5121831042960863,0.59365004,4.751594,0.3009893678999212,0.0376285083054312,SP500,TER,0.778392913462028,4.567353602481501,0.0,Teradyne,0.7994510309260787,0.19860001,57.211430369335424,Information Technology,1.7,13271546880.0,0.0364202339675658,0.8351519108979906,0.21551001,BigCap
6.750484080390892,16.548641841659364,2025-05-16,22.837242,-0.0257034690582979,5.079,0.5099506023351462,0.47726002,7.1277285,0.2928493204227376,0.026946842518461,SP500,AMAT,6.233623388583737,5.137469381898985,1.0,Applied Materials,0.7931981100623857,0.22952999,59.60709355981833,Information Technology,1.705,141973962752.0,0.0311445592120354,0.741247416410464,0.35186002,BigCap
7.0393159275884605,20.462261235532843,2025-05-16,26.590673,-0.0121091479934034,5.741,0.5096162316658642,0.58585,4.83649,0.3952825985371196,0.0228105310415039,SP500,GRMN,0.6247697860821972,6.127542774265764,0.0,Garmin,0.7899340783867692,0.22761999,59.61493077784522,Consumer Discretionary,0.999,39524814848.0,0.0263326089758681,0.9298726175640062,0.19036,BigCap
7.170224411603722,14.922522162741696,2025-05-16,24.876127,-0.0242412532977613,3.843,0.5082312878504346,0.36998,2.1192048,0.4163148032109542,0.0447430627264294,Nikkei225,6954.T,40.00160898197737,4.584780859481077,0.0,FANUC,0.805110052759358,0.18511,58.01652905319142,Information Technology,0.514,3654661701632.0,0.0266108962662123,0.845127397594701,0.087510005,BigCap
6.833090246018079,10.087525782828084,2025-05-16,8.292787,-0.2844268175890503,3.728,0.5060417622125569,0.52954,1.50623,0.4061753788100524,-0.0503630243839376,SP500,EIX,0.2266508887286988,1.301564323586349,1.0,Edison International,0.8113952792942367,0.15757,60.41811588669387,Utilities,0.77,22558713856.0,0.0257900884875638,0.8431725633938356,0.15001,BigCap
7.71462783067432,16.373530822585273,2025-05-16,20.759869,-0.148709240703492,1.98,0.5042410661615702,0.43825,6.655067,0.3304895590218827,0.0551303921432594,SP500,NKE,0.3855066210919062,1.9260969122302325,0.0,"Nike, Inc.",0.8141157516673134,0.09427,59.825923663349585,Consumer Discretionary,1.234,92102098944.0,0.0270890628385637,0.9829370065914332,0.31934,BigCap
9.076605867250606,12.599954932035269,2025-05-16,15.57712,-0.0630740221245715,3.978,0.502017192952832,0.55683,6.0499067,0.3601997747196066,0.0496693894627023,SP500,QCOM,1.7942412137131214,3.962670468909977,0.0,Qualcomm,0.803426594580902,0.2611,58.77028416575792,Information Technology,1.292,167565475840.0,0.0277881796355794,0.8249134619542915,0.42205003,BigCap
9.54580325065742,9.04489678024585,2025-05-16,20.407701,0.1085780924193771,0.93,0.49744905953967333,0.19396,0.8779119,0.3688455694038363,0.0015676653432509,Nikkei225,3402.T,3.04090791293811,0.6026613030858516,0.0,Toray Industries,0.8262611284966073,0.02009,58.991544641311975,Consumer Discretionary,0.439,1542261571584.0,0.0260126413349823,1.094029587903152,0.03292,BigCap
7.945140316633507,12.1106493662121,2025-05-16,14.675265,-0.1049353922405161,1.804,0.49587047116386906,0.16684,2.8170695,0.3248615671563561,-0.0009791941958132,SP500,PCAR,0.6380221019372385,1.5688165460621224,0.0,Paccar,0.8206008704945666,0.10727999,60.94535976801037,Industrials,0.967,50768785408.0,0.0199392441298296,0.9719210037511624,0.19899,BigCap
8.655858623289427,11.734590505034436,2025-05-16,18.48634,-0.1186288333936925,2.265,0.49465751757782994,0.36336,-56.19602,0.4636169448534528,0.051428158216032,SP500,MAS,0.6810431672875268,1.8528283496584428,0.0,Masco,0.8707527447833745,0.10295,60.43277925948225,Industrials,1.233,14272336896.0,0.0221585121745207,0.9104904771060572,11.165561,BigCap
